"MSSubClass_te","MSZoning_te","LandContour_te","Neighborhood_te","Id","LotFrontage","LotArea","Alley","LotShape","LotConfig","LandSlope","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","Fence","MiscVal","MoSold","YrSold","SaleType","SaleCondition","set","Neighborhood2","BsmtQual_ind","GarageType_ind","Age","AgeOfRemodel","AgeOfGarage","LiveableModSF","open_floor_proxy","BathTotal","ConditionalQuality","keeping_up_with_jones","SalePrice","ms","lot_age_and_qual"
11.9152211453246,11.9472817888517,11.8814573829437,11.6710498398331,11,70,9.32366905728319,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Hip","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA",0,"Rec",906,"Unf",0,134,1040,"Ex","Y","SBrkr",1040,0,0,6.94697599213542,1,0,1,0,3,1,"NW",5,"Typ",0,"None","Detchd",1965,"Unf",1,384,"TA","TA","Y",0,0,0,0,0,0,"None",0,2,2008,"WD","Normal","train","Sawyer",0,0,43,43,43,7.11995982571316,1.38939519842708,2,25,"3",11.7714361601217,142.354504599678,-9.11522684996253
12.2046972955687,11.954723662961,11.893960527435,12.4889493074291,12,85,9.38630845479796,"None","IR1","Inside","Gtl","Norm","Norm","1Fam","2Story",9,5,2005,2006,"Hip","WdShing","Wd Shng","Stone",286,"Ex","TA","PConc","Ex","TA",0,"GLQ",998,"Unf",0,177,1175,"Ex","Y","SBrkr",1182,1142,0,7.7510451179718,1,0,3,0,4,1,"Ex",11,"Typ",2,"Gd","BuiltIn",2005,"Fin",3,736,"TA","TA","Y",147,21,0,0,0,0,"None",0,7,2006,"New","Partial","train","NridgHt",2,1,1,0,1,7.99319597721998,0.704640465270164,4,45,"2",12.7512996960135,145.903783558612,-3.50765207263704
12.0273153655259,12.0605007170437,11.9969094010869,11.7947502503598,13,0,9.47024006341551,"None","IR2","Inside","Gtl","Norm","Norm","1Fam","1Story",5,6,1962,1962,"Hip","HdBoard","Plywood","None",0,"TA","TA","CBlock","TA","TA",0,"ALQ",737,"Unf",0,175,912,"TA","Y","SBrkr",912,0,0,6.81563999007433,1,0,1,0,2,1,"NW",4,"Typ",0,"None","Detchd",1962,"Unf",1,352,"TA","TA","Y",140,0,0,0,176,0,"None",0,9,2008,"WD","Normal","train","Sawyer",0,0,46,46,46,6.97706238008365,1.70390999751858,2,30,"4",11.8775685785581,145.055445590035,-9.30899932079664
12.0555785784614,12.0863370278518,12.0214792371689,12.1574718552779,14,91,9.27350294693382,"None","IR1","Inside","Gtl","Norm","Norm","1Fam","1Story",7,5,2006,2007,"Gable","VinylSd","VinylSd","Stone",306,"Gd","TA","PConc","Gd","TA",0,"Unf",0,"Unf",0,1494,1494,"Ex","Y","SBrkr",1494,0,0,7.30921236569276,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2006,"RFn",3,840,"TA","TA","Y",160,33,0,0,0,0,"None",0,8,2007,"New","Partial","train","CollgCr",1,1,1,0,1,7.46508273639955,1.04417319509897,2,35,"3",12.5407575715773,145.707785765035,-3.74797629023509
12.1786155829322,12.2093740323227,12.1445162416397,11.9916871574667,15,0,9.2983512492989,"None","IR1","Corner","Gtl","Norm","Norm","1Fam","1Story",6,5,1960,1960,"Hip","MetalSd","MetalSd","BrkFace",212,"TA","TA","CBlock","TA","TA",0,"BLQ",733,"Unf",0,520,1253,"TA","Y","SBrkr",1253,0,0,7.13329595489607,1,0,1,1,2,1,"NW",5,"Typ",1,"Fa","Attchd",1960,"RFn",1,352,"TA","TA","Y",0,213,176,0,0,0,"GdWo",0,5,2008,"WD","Normal","train","NAmes",0,1,48,48,48,7.324818328462,1.42665919097921,2.5,30,"4",11.9640010843304,148.693272847893,-9.77436822261634
11.6092466290174,11.5936878700477,11.9177001096203,11.5956955322005,16,51,8.71931737550637,"None","Reg","Corner","Gtl","Norm","Norm","1Fam","1.5Unf",7,8,1929,2001,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA",0,"Unf",0,"Unf",0,832,832,"Ex","Y","FuseA",854,0,0,6.74993119378857,0,0,1,0,2,1,"NW",5,"Typ",0,"None","Detchd",1991,"Unf",2,576,"TA","TA","Y",48,112,0,0,0,0,"GdPrv",0,7,2007,"WD","Normal","train","BrkSide",0,0,78,6,16,6.74993119378857,1.34998623875771,1,56,"2",11.7905572015685,134.593981823232,-12.0301436004418
12.1012938287022,12.1291636296396,12.0684004941136,11.9095949817301,17,0,9.3273230874618,"None","IR1","CulDSac","Gtl","Norm","Norm","1Fam","1Story",6,7,1970,1970,"Gable","Wd Sdng","Wd Sdng","BrkFace",180,"TA","TA","CBlock","TA","TA",0,"ALQ",578,"Unf",0,426,1004,"Ex","Y","SBrkr",1004,0,0,6.91174730025167,1,0,1,0,2,1,"NW",5,"Typ",1,"TA","Attchd",1970,"Fin",2,480,"TA","TA","Y",0,0,0,0,0,0,"None",700,3,2010,"WD","Normal","train","NAmes",0,1,40,40,40,7.14936536204548,1.38234946005033,2,42,"4",11.9117015849276,146.778572978677,-9.06563272698858
11.8870748780151,12.1820344182218,12.1188379282055,11.9084070526708,18,72,9.28646773236373,"None","Reg","Inside","Gtl","Norm","Norm","Duplex","1Story",4,5,1967,1967,"Gable","MetalSd","MetalSd","None",0,"TA","TA","Slab","None","None",0,"None",0,"None",0,0,0,"TA","Y","SBrkr",1296,0,0,7.16703787691222,0,0,2,0,2,2,"NW",6,"Typ",0,"None","CarPort",1967,"Unf",2,516,"TA","TA","Y",0,0,0,0,0,0,"None",500,10,2006,"WD","Normal","train","Sawyer",0,0,39,39,39,7.16703787691222,1.1945063128187,2,20,"3",11.4075649493124,144.808755295959,-9.07736819424019
12.1828099574374,12.2148706009645,12.1490461950565,12.2011445344334,19,66,9.52478608169718,"None","Reg","Inside","Gtl","RRAe","Norm","1Fam","1Story",5,5,2004,2004,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","TA","TA",0,"GLQ",646,"Unf",0,468,1114,"Ex","Y","SBrkr",1114,0,0,7.01571242048723,1,0,1,1,3,1,"Gd",6,"Typ",0,"None","Detchd",2004,"Unf",2,576,"TA","TA","Y",0,102,0,0,0,0,"None",0,6,2008,"WD","Normal","train","SawyerW",0,0,4,4,4,7.13412443178195,1.16928540341454,2.5,25,"4",11.9766594812024,148.81144718624,-4.62426011335934
12.1787914123299,12.2066612132673,12.1458980777413,11.9870925653578,20,70,8.93062646917358,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","1Story",5,6,1958,1965,"Hip","BrkFace","Plywood","None",0,"TA","TA","CBlock","TA","TA",0,"LwQ",504,"Unf",0,525,1029,"TA","Y","SBrkr",1339,0,0,7.19967834569117,0,0,1,0,3,1,"NW",6,"Min1",0,"None","Attchd",1958,"Unf",1,294,"TA","TA","Y",0,0,0,0,0,0,"MnPrv",0,5,2009,"COD","Abnorml","train","NAmes",0,1,51,44,51,7.31708151684272,1.19994639094853,1,30,"1",11.8422292121128,148.66238075736,-10.3567000371106
12.4449654842837,12.194991851676,12.13422871615,12.7292174961441,21,101,9.5620530240851,"None","IR1","Corner","Gtl","Norm","Norm","1Fam","2Story",8,5,2005,2006,"Gable","VinylSd","VinylSd","BrkFace",380,"Gd","TA","PConc","Ex","TA",0,"Unf",0,"Unf",0,1158,1158,"Ex","Y","SBrkr",1158,1218,0,7.77317368048254,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2005,"RFn",3,853,"TA","TA","Y",240,154,0,0,0,0,"None",0,11,2006,"New","Partial","train","NridgHt",2,1,1,0,1,7.87546129780245,0.86368596449806,3.5,40,"4",12.6925031124614,151.766252675229,-3.57217569206488
11.7976400689794,11.7948386971024,11.9026683394335,11.6002965367346,22,57,8.91583507417628,"Grvl","Reg","Inside","Gtl","Norm","Norm","1Fam","1.5Unf",7,7,1930,1950,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","PConc","TA","TA",0,"Unf",0,"Unf",0,637,637,"Ex","Y","FuseF",1108,0,0,7.01031186730723,0,0,1,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",1930,"Unf",1,280,"TA","TA","N",0,0,205,0,0,0,"GdPrv",0,6,2007,"WD","Normal","train","MeadowV",0,1,77,57,77,7.0833878476253,1.16838531121787,1,49,"3",11.8451027773086,139.151261620085,-11.7617976526494
12.1131786219385,12.1504821809495,12.0872856909333,12.232062219009,23,75,9.18420171436649,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","1Story",8,5,2002,2002,"Hip","VinylSd","VinylSd","BrkFace",281,"Gd","TA","PConc","Gd","TA",0,"Unf",0,"Unf",0,1777,1777,"Ex","Y","SBrkr",1795,0,0,7.49276030092238,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"RFn",2,534,"TA","TA","Y",171,159,0,0,0,0,"None",0,9,2008,"WD","Normal","train","CollgCr",1,1,6,6,6,7.57824776897728,1.0703943287032,2,40,"3",12.3458345879053,147.180961000522,-5.35257371934994
12.1946275492029,11.7147883196098,12.0388005591824,11.6078909633559,24,44,8.3485378253861,"None","Reg","Inside","Gtl","Norm","Norm","TwnhsE","1Story",5,7,1976,1976,"Gable","CemntBd","CmentBd","None",0,"TA","TA","PConc","Gd","TA",0,"GLQ",840,"Unf",0,200,1040,"TA","Y","SBrkr",1060,0,0,6.96602418710611,1,0,1,0,3,1,"NW",6,"Typ",1,"TA","Attchd",1976,"Unf",2,572,"TA","TA","Y",100,110,0,0,0,0,"None",0,6,2007,"WD","Normal","train","MeadowV",1,1,31,31,31,7.31168148408455,1.16100403118435,2,35,"2",11.7745202026587,142.857480375394,-9.25802709662628
12.1106301965479,12.1432469288211,12.0798213519051,11.8688828737646,25,0,9.01748351326684,"None","IR1","Inside","Gtl","Norm","Norm","1Fam","1Story",5,8,1968,2001,"Gable","Plywood","Plywood","None",0,"TA","Gd","CBlock","TA","TA",0,"Rec",188,"ALQ",668,204,1060,"Ex","Y","SBrkr",1060,0,0,6.96602418710611,1,0,1,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",1968,"Unf",1,270,"TA","TA","Y",406,90,0,0,0,0,"MnPrv",0,5,2010,"WD","Normal","train","Sawyer",0,1,42,9,42,7.19034581165866,1.16100403118435,2,40,"1",11.9447078813958,147.062372940318,-9.54307853704608
11.9484803847578,11.9857839437688,11.9225874537525,12.523165609216,26,110,9.5631076910839,"None","Reg","Corner","Gtl","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","Stone",640,"Gd","TA","PConc","Gd","TA",0,"Unf",0,"Unf",0,1566,1566,"Ex","Y","SBrkr",1600,0,0,7.37775890822787,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2007,"RFn",3,890,"TA","TA","Y",0,56,0,0,0,0,"None",0,7,2009,"WD","Normal","train","NridgHt",1,1,2,2,2,7.53208814354172,1.05396555831827,2,40,"4",12.4541039123522,143.211904348066,-3.77369332504174
12.1943240548896,12.2263846984167,12.1605602925087,12.0084790301259,27,60,8.88183630500415,"None","Reg","Corner","Gtl","Norm","Norm","1Fam","1Story",5,7,1951,2000,"Gable","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA",0,"BLQ",234,"Rec",486,180,900,"TA","Y","SBrkr",900,0,0,6.80239476332431,0,1,1,0,3,1,"Gd",5,"Typ",0,"None","Detchd",2005,"Unf",2,576,"TA","TA","Y",222,32,0,0,0,0,"None",0,5,2010,"WD","Normal","train","NAmes",0,0,59,10,5,6.9413689163334,1.36047895266486,1.5,35,"1",11.8115474774603,149.092497032236,-10.9598697353731
12.0549285294775,12.0875452617507,12.0241196848347,12.6042221697588,28,98,9.34818743866831,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Gable","VinylSd","VinylSd","Stone",200,"Gd","TA","PConc","Ex","TA",0,"GLQ",1218,"Unf",0,486,1704,"Ex","Y","SBrkr",1704,0,0,7.44073370738926,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2008,"RFn",3,772,"TA","TA","Y",0,50,0,0,0,0,"None",0,5,2010,"WD","Normal","train","NridgHt",2,1,3,2,2,7.80107844814581,1.06296195819847,3,40,"2",12.6313403809345,145.714494227229,-4.40798305373523
12.0389196219209,12.0715363541942,12.0081107772781,11.8563624297054,29,47,9.7002079011507,"None","IR1","CulDSac","Gtl","Norm","Norm","1Fam","1Story",5,6,1957,1997,"Gable","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA",1,"BLQ",1277,"Unf",0,207,1484,"TA","Y","SBrkr",1600,0,0,7.37775890822787,1,0,1,0,2,1,"NW",6,"Typ",2,"Gd","Attchd",1957,"RFn",1,319,"TA","TA","Y",288,258,0,0,0,0,"None",0,12,2006,"WD","Normal","train","NAmes",0,1,49,9,49,7.76456151477225,1.22962648470465,2,30,"4",12.2428866186529,145.32825588124,-9.30790287612744
11.5392189634913,11.8030065968609,12.123424102142,11.7945045355544,30,60,8.75210719832936,"None","IR1","Inside","Gtl","Feedr","RRNn","1Fam","1Story",4,6,1927,1950,"Gable","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","TA",0,"Unf",0,"Unf",0,520,520,"Fa","N","SBrkr",520,0,0,6.25382881157547,0,0,1,0,1,1,"NW",4,"Typ",0,"None","Detchd",1920,"Unf",1,240,"Fa","TA","Y",49,0,87,0,0,0,"None",0,5,2008,"WD","Normal","train","BrkSide",0,0,81,58,88,6.25382881157547,1.56345720289387,1,24,"3",11.1345890242503,136.19747754871,-12.3713169038126
11.8535595066726,11.4404191307014,11.9458828600922,11.4292828103469,31,50,9.04782144247841,"Pave","Reg","Inside","Gtl","Feedr","Norm","1Fam","2Story",4,4,1920,1950,"Gambrel","BrkFace","BrkFace","None",0,"TA","Fa","BrkTil","TA","TA",0,"Unf",0,"Unf",0,649,649,"TA","N","SBrkr",649,668,0,7.18311170174328,0,0,1,0,3,1,"NW",6,"Typ",0,"None","Detchd",1920,"Unf",1,250,"TA","Fa","N",0,54,172,0,0,0,"MnPrv",0,7,2008,"WD","Normal","train","MeadowV",0,0,88,58,88,7.18311170174328,1.19718528362388,1,16,"3",10.5966347330961,135.609688947045,-12.2788929372607
12.1294140884769,12.1601725378673,12.0953147471844,11.8799563672107,32,0,9.05298456119998,"None","IR1","CulDSac","Gtl","Norm","Norm","1Fam","1Story",5,6,1966,2006,"Gable","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA",0,"Unf",0,"Unf",0,1228,1228,"Gd","Y","SBrkr",1228,0,0,7.11314210870709,0,0,1,1,3,1,"Gd",6,"Typ",0,"None","Attchd",1966,"Unf",1,271,"TA","TA","Y",0,65,0,0,0,0,"MnPrv",0,6,2008,"WD","Normal","train","Sawyer",0,1,42,2,42,7.17724792223371,1.18552368478451,1.5,30,"2",11.9140478236443,147.495768099118,-9.52307088439227
12.1950498633114,12.2282352148293,12.1646438988725,12.311939762636,33,85,9.31009520511317,"None","Reg","Corner","Gtl","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Ex","TA",0,"Unf",0,"Unf",0,1234,1234,"Ex","Y","SBrkr",1234,0,0,7.11801620446533,0,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2007,"RFn",2,484,"TA","TA","Y",0,30,0,0,0,0,"None",0,1,2008,"WD","Normal","train","CollgCr",2,1,1,1,1,7.22925889990943,1.01685945778076,2,40,"3",12.1001564199386,149.123938185144,-3.85454869375928
11.9427467636011,11.9763269871612,11.9129542721058,11.7628436750552,34,70,9.26407069439715,"None","IR1","Inside","Gtl","Norm","Norm","1Fam","1Story",5,5,1959,1959,"Hip","BrkFace","BrkFace","None",0,"TA","TA","CBlock","TA","TA",0,"Rec",1018,"Unf",0,380,1398,"Gd","Y","SBrkr",1700,0,0,7.43838353004431,0,1,1,1,4,1,"Gd",6,"Typ",1,"Gd","Attchd",1959,"RFn",2,447,"TA","TA","Y",0,38,0,0,0,0,"None",0,4,2010,"WD","Normal","train","NAmes",0,1,51,51,51,7.61274338956667,1.23973058834072,2,25,"3",12.0167264737993,143.030240365747,-9.7903120062515
12.2962313433008,12.2038299301963,12.1404043532803,12.7205068382044,35,60,8.89740886527095,"None","Reg","Inside","Gtl","Norm","Norm","TwnhsE","1Story",9,5,2005,2005,"Hip","MetalSd","MetalSd","BrkFace",246,"Ex","TA","PConc","Ex","TA",0,"GLQ",1153,"Unf",0,408,1561,"Ex","Y","SBrkr",1561,0,0,7.35308192051543,1,0,2,0,2,1,"Ex",6,"Typ",1,"Gd","Attchd",2005,"Fin",2,556,"TA","TA","Y",203,47,0,0,0,0,"None",0,8,2007,"WD","Normal","train","NridgHt",2,1,2,2,2,7.69999859889596,1.22551365341924,3,45,"1",12.5335762121686,150.061116095992,-4.6572090503824
12.1992392982816,11.9439146875982,11.8786060692217,12.4922988215895,36,108,9.50435236812283,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","2Story",8,5,2004,2005,"Gable","VinylSd","VinylSd","Stone",132,"Gd","TA","PConc","Ex","TA",0,"Unf",0,"Unf",0,1117,1117,"Ex","Y","SBrkr",1132,1320,0,7.8046592970561,0,0,3,1,4,1,"Gd",9,"Typ",1,"Gd","BuiltIn",2004,"Fin",3,691,"TA","TA","Y",113,32,0,0,0,0,"None",0,9,2006,"WD","Normal","train","NridgHt",2,1,2,1,2,7.88581820924889,0.867184366339567,3.5,40,"3",12.6410965558799,145.706673432272,-3.78846726347197
11.9764510920264,12.0120320571308,11.9518533287088,12.0961393207439,37,112,9.2927495082169,"None","Reg","Corner","Gtl","Norm","Norm","1Fam","1Story",5,5,1994,1995,"Gable","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA",0,"Unf",0,"Unf",0,1097,1097,"Ex","Y","SBrkr",1097,0,0,7.00033446027523,0,0,1,1,3,1,"NW",6,"Typ",0,"None","Attchd",1995,"Unf",2,672,"TA","TA","Y",392,64,0,0,0,0,"None",0,6,2009,"WD","Normal","train","CollgCr",1,1,15,14,14,7.16904204007439,1.16672241004587,1.5,25,"3",11.8844890214027,143.86151444808,-6.53208716669934
12.1145849160097,12.1481651395698,12.0847924245144,11.9346818274638,38,74,9.05157907959124,"None","Reg","Inside","Gtl","Norm","Norm","1Fam","1Story",5,6,1954,1990,"Hip","Wd Sdng","Wd Sdng","BrkFace",650,"TA","TA","CBlock","TA","TA",0,"Rec",1213,"Unf",0,84,1297,"Gd","Y","SBrkr",1297,0,0,7.16780918431644,0,1,1,0,3,1,"NW",5,"Typ",1,"TA","Attchd",1954,"Fin",2,498,"TA","TA","Y",0,0,0,0,0,0,"None",0,10,2009,"WD","Normal","train","NAmes",0,1,55,19,55,7.42205349579025,1.43356183686329,1.5,30,"2",11.9381932003746,147.169978157027,-10.4494118320188
